img,output,flag,username,timestamp
c:\Users\willi\PycharmProjects\ParcelClassification\flagged\img\tmppc_l7qnz.jpg,c:\Users\willi\PycharmProjects\ParcelClassification\flagged\output\tmp6v8pjb1u.json,,,2023-04-23 19:46:12.827291
